ASIN,Nom,Prix Actuel,Prix Initial,Évaluation moyenne,total_ratings,Catégorie produit,Couleur,Marque,Système d'exploitation,Taille de l'écran,Capacité de stockage de la mémoire,Vitesse du processeur,Mémoire maximale,Taille du disque dur,5_star_percentage,4_star_percentage,3_star_percentage,2_star_percentage,1_star_percentage
B0CF5ZQH7Y,TCL 32SF540 - Téléviseur Intelligent 32 Pouces FHD - HDR & HLG-Dolby Audio-DTS Virtual X/DTS-HD-Metal Bezel-Less-Dual-Band WiFi 5-avec système Fire OS 7,179.99,199.0,4.2,3.0,TV,Noir,TCL,,32 Pouces ,,,,,58.0,22.0,8.0,4.0,8.0
B0CXTPKCVM,"TCL TV QLED 43T7B 4K HDR Pro 43’’ avec Google TV et système sonore Dolby Atmos, Compatible avec l’Assistant Google et Alexa",334.89,369.0,4.0,927.0,TV,Gris,TCL,,‎43 Pouces ,,,,,61.0,13.0,5.0,5.0,15.0
B0CGY4L48L,THOMSON 32 Pouces (80 cm) Easy TV HD LED Blanc TV – 32HD2S13W - 2023,139.0,219.0,4.1,669.0,TV,Noir,SONY,,32 Pouces ,,,,,61.0,14.0,11.0,6.0,8.0
B0CY5LV97Y,"LG TV LED 2024 | 55UT73 | 55 Pouces | UHD | Processeur α5 gen 7 AI 4K, Noir",399.0,549.0,4.2,522.0,TV,Noir,LG,,‎55 Pouces ,,,,,64.0,17.0,5.0,1.0,13.0
B0D8JCWT4N,"TCL 50PF650 50 Pouces 4K Ultra HD, HDR TV, Smart LED Fire TV (Dolby Vision, Dolby Atmos, DTS, HDR 10, Alexa intégré, Airplay2, Miracast)",339.79,369.0,4.2,3.0,TV,Noir,TCL,,50 ,,,,,58.0,22.0,8.0,4.0,8.0
B0D3MWKK68,"Philips Ambilight 65PUS8109 Smart TV LED 4K - Écran 65 Pouces avec Plate-Forme Pixel Precise Ultra HD, Titan OS et Son Dolby Atmos, Fonctionne avec l’Assistant Vocal Alexa et Google - Chrome satiné",669.0,669.0,4.0,1.0,TV,Gris,PHILIPS,,‎65 Pouces ,,,,,59.0,16.0,4.0,5.0,16.0
B0CY5F8PQJ,"LG TV LED 2024 | 50UT73 | 50 Pouces | UHD | Processeur α5 gen 7 AI 4K, Noir",369.0,499.0,4.2,522.0,TV,Noir,LG,,50 Pouces ,,,,,64.0,17.0,5.0,1.0,13.0
B0CB32W9CR,"THOMSON 32 Pouces (80 cm) LED HD Téléviseur - Smart Android TV (DVB-C-S2-T2, Commande Vocale, Youtube) - 32HA2S13-2023",169.0,209.0,4.1,423.0,TV,Noir,SONY,,‎32 ,,,,,59.0,18.0,6.0,5.0,12.0
B0CXF544YP,"TCL 43V6B 43 Pouces 4K Ultra HD, HDR TV, Smart TV Powered by Google TV (Dolby Audio, Motion Clarity, Voice Control, Compatible avec Google Assistant, Chromecast intégré)",278.0,329.0,4.0,1.0,TV,Noir,TCL,,43 Pouces ,,,,,62.0,14.0,4.0,2.0,17.0
B0CW3DWGT5,"RCA VRS32HQ1 Smart TV 32 Pouces (80 cm) WiFi VIDAA Connectée Téléviseurs sans Bord avec Triple Tuner(DVB-C/S2/-T2), Molotov, Netflix, Prime Video, Disney+, Youtube - 2024",149.99,154.99,4.0,550.0,TV,Noir,RCA,, ‎32 Pouces,,,,,58.0,18.0,5.0,3.0,16.0
B0CZ47SPT3,Samsung 43CU7025 - TV LED 43'' (108 cm) - 4K UHD 3840x2160 - HDR - Smart TV - Gaming HUB - 3xHDMI,327.9,327.9,3.8,24.0,TV,Noir,MSI,, 43 Pouces,,,,,51.0,20.0,3.0,7.0,19.0
B0D8J7L6N9,"TCL 43PF650 43 Pouces 4K Ultra HD, HDR TV, Smart LED Fire TV (Dolby Vision, Dolby Atmos, DTS, HDR 10, Alexa intégré, Airplay2, Miracast)",299.99,299.99,4.2,3.0,TV,Noir,TCL,,43 ,,,,,58.0,22.0,8.0,4.0,8.0
B0D3MV8MKP,"Philips Ambilight 55PUS8109 Smart TV LED 4K - Écran 55 Pouces avec Plate-Forme Pixel Precise Ultra HD, Titan OS et Son Dolby Atmos, Fonctionne avec l’Assistant Vocal Alexa et Google - Chrome satiné",499.0,559.0,4.0,1.0,TV,Gris,PHILIPS,,‎55 Pouces ,,,,,59.0,16.0,4.0,5.0,16.0
B0CY5LBLTF,"LG TV LED 2024 | 43UT73 | 43 Pouces | UHD | Processeur α5 gen 7 AI 4K, Noir",299.0,429.0,4.2,522.0,TV,Noir,LG,,‎43 Pouces ,,,,,64.0,17.0,5.0,1.0,13.0
B0CXTQW5TY,"TCL TV QLED 65T7B 4K HDR Pro 65’’ avec Google TV et système sonore Dolby Atmos, Compatible avec l’Assistant Google et Alexa",599.0,699.0,4.0,927.0,TV,Gris,TCL,,65 Pouces ,,,,,61.0,13.0,5.0,5.0,15.0
B0CZWPDP34,"Hisense Smart TV 43 Pouces 43A6N 4K UHD, Dolby Vision, HDR, VIDAA avec Youtube, Netflix, Disney+, Canal +(modèle 2024)",279.0,259.9,4.4,184.0,TV,Noir,HISENSE,,43 Pouces ,,,,,70.0,17.0,4.0,3.0,6.0
B0CZ9QKH7C,"THOMSON Téléviseur 43 Pouces (109 cm) UHD Blanc Smart Android TV (WLAN, HDR, Triple Tuner DVB-C/S2/T2, Streaming, Youtube) – 43UA5S13W-2023",269.99,329.0,4.0,226.0,TV,Blanc,SONY,,43 Pouces ,,,,,59.0,16.0,4.0,4.0,16.0
B0CKXDGF6J,"CHIQ TV Intelligente U43QM8G 43 Pouces, UHD QLED avec HDR, sans Cadre et métallique, Google TV, Dolby Audio, Syntoniseur Triple, Wi-FI 2,4G/5G, Google Assistant, HDMI 2.1, USB2.0, Modèle 2023 Noir",275.49,299.99,4.0,1.0,TV,Noir,CHIQ,,‎43 Pouces ,,,,,57.0,18.0,8.0,4.0,13.0
B0CXTPD5BL,"TCL TV QLED 50T7B 4K HDR Pro 50’’ avec Google TV et système sonore Dolby Atmos, Compatible avec l’Assistant Google et Alexa",399.0,449.0,4.0,927.0,TV,Gris,TCL,,‎50 Pouces ,,,,,61.0,13.0,5.0,5.0,15.0
B0CZ9LN942,"Philips 65PUS7609 Smart TV LED 4K - Écran 65 Pouces avec Plate-Forme Pixel Precise Ultra HD Titan OS et Son Dolby Atmos, Fonctionne avec Alexa et l’Assistant Vocal Google - Gris Anthracite",549.0,549.0,3.8,1.0,TV,Noir,PHILIPS,,65 Pouces ,,,,,56.0,14.0,8.0,5.0,17.0
B0DHR7S927,"Gawfolk Écran PC 32 Pouces 4K UHD, Moniteur d’Ordinateur Ultra-Clair (3840×2160p), 100% sRGB, Angle de Vision de 178°, HDMI、Display Port, Compatible avec Montage Mural 100 * 100MM - Noir",219.99,239.99,4.1,773.0,TV,Noir,GAWFOLK,,‎32 Pouces ,,,,,63.0,14.0,5.0,2.0,16.0
B0DHR7S927,"Gawfolk Écran PC 32 Pouces 4K UHD, Moniteur d’Ordinateur Ultra-Clair (3840×2160p), 100% sRGB, Angle de Vision de 178°, HDMI、Display Port, Compatible avec Montage Mural 100 * 100MM - Noir",219.99,239.99,4.1,773.0,TV,Noir,GAWFOLK,,32 Pouces,,,,,63.0,14.0,5.0,2.0,16.0
B0CB2WBDD8,THOMSON 65 Pouces (164 cm) UHD Télé Smart Android TV – 65UA5S13-2023,489.0,649.0,4.0,226.0,TV,Noir,SONY,,‎65 ,,,,,59.0,16.0,4.0,4.0,16.0
B0D4HGRJF7,"MEDION X14308 (MD 31640) Téléviseur 108 cm (43 Pouces) (Smart TV, 4K Ultra HD, HDR, VIDAA Store, Netflix, Prime Video, Disney+, DAZN, Paramount+, HbbTV, PVR, Bluetooth)",269.9,269.9,3.7,167.0,TV,Noir,MEDION,," ‎42,5 Pouces",,,,,46.0,23.0,9.0,4.0,19.0
B0CYZK9S6M,"Xiaomi TV A 32 2025, Google TV, 32inch, Smart TV, Netflix",168.21,168.21,4.1,467.0,TV,Noir,AOC,,‎32 Pouces ,,,,,62.0,16.0,7.0,2.0,13.0
B0CZ9L9HM3,"Philips 55PUS7609 Smart TV LED 4K - Écran 55 Pouces avec Plate-Forme Pixel Precise Ultra HD Titan OS et Son Dolby Atmos, Fonctionne avec Alexa et l’Assistant Vocal Google - Gris Anthracite",399.0,549.0,3.8,1.0,TV,Noir,PHILIPS,,55 Pouces ,,,,,56.0,14.0,8.0,5.0,17.0
B0CRZCY6PB,"Samsung Téléviseur TQ43Q60D 43"" (43 Pouces) QLED 4K Smart TV 2024",447.17,656.99,4.2,470.0,TV,Gris,MSI,,‎43 Pouces ,,,,,63.0,15.0,7.0,2.0,12.0
B0CLLT9YPC,THOMSON 40 Pouces (101 cm) Easy TV FHD LED Blanc TV – 40FD2S13W – 2023,219.0,219.0,3.8,50.0,TV,Blanc,SONY,,‎40 ,,,,,54.0,21.0,0.0,4.0,21.0
B0CLLR611M,THOMSON 24 Pouces (60 cm) Easy TV LED HD TV – 24HD2S13-2023,134.14,149.0,4.1,669.0,TV,Gris,SONY,,24 Pouces ,,,,,61.0,14.0,11.0,6.0,8.0
B0DMP8RLVB,"BSL-40T2SV VIDAA Smart TV 40 pouces WiFi RJ45 Résolution Full HD 1920 x 1080p USB DVBT2/S2 et Ci Compatible avec YouTube, Netflix, Disney +, Dazn, Prime, HDMI",199.99,199.99,3.4,156.0,TV,Noir,SONY,, 40 Pouces,,,,,44.0,13.0,12.0,5.0,27.0
B0CY5K2ZGP,"LG TV LED 2024 | 65UT73 | 65 Pouces | UHD | Processeur α5 gen 7 AI 4K, Noir",549.0,549.0,4.2,522.0,TV,Gris,LG,,65 Pouces ,,,,,64.0,17.0,5.0,1.0,13.0
B0CXTPSW7M,"TCL TV QLED 55T7B 4K HDR Pro 55’’ avec Google TV et système sonore Dolby Atmos, Compatible avec l’Assistant Google et Alexa",499.0,534.63,4.0,927.0,TV,Gris,TCL,,55 Pouces ,,,,,61.0,13.0,5.0,5.0,15.0
B0D66YSRL9,TV 55 POUCES OLED ULTRA HD 2024 LG - OLED55C44LA,1089.0,1089.0,5.0,24.0,TV,Noir,LG,, ‎55 Pouces,,,,,100.0,0.0,0.0,0.0,0.0
B09ZF69K3B,Dual Smart TV LED 32'' (80cm) HD - WiFi - Netflix - Prime Video - SCREENCAST - 2xHDMI - 2xUSB PVR Ready - Sortie Casque Youtube,149.99,199.99,4.0,164.0,TV,Noir,DUAL,,‎32 Pouces ,,,,,62.0,13.0,7.0,5.0,14.0
B0DDCMG4WN,LG TV LED 2024 | 43UT80 | 43'' (108) | UHD | Processeur α5 AI 4K Gen7 | Alexa,369.0,369.0,4.2,522.0,TV,Noir,LG,,43 Pouces ,,,,,64.0,17.0,5.0,1.0,13.0
B0CF63VTCC,LG TV LED 2023 | 86UR76 | 86 Pouces | UHD | Processeur α5 gen 6 AI 4K,999.0,1399.0,4.2,522.0,TV,Noir,LG,,‎86 Pouces ,,,,,64.0,17.0,5.0,1.0,13.0
B0CS3SJ1T9,"Samsung Téléviseur TQ55Q60D 55"" (55 Pouces) QLED 4K Smart TV 2024",559.89,579.0,4.2,470.0,TV,Noir,MSI,,55 Pouces ,,,,,63.0,15.0,7.0,2.0,12.0
B0CSKLJ448,"Samsung Téléviseur TQ55QN85D 55"" (55 Pouces) Neo QLED 4K Smart TV 2024",718.66,718.66,4.5,119.0,TV,Noir,MSI,,‎55 Pouces ,,,,,81.0,8.0,2.0,2.0,7.0
B0CXF75HGG,"TCL 50V6B 50 Pouces 4K Ultra HD, HDR TV, Smart TV Powered by Google TV (Dolby Audio, Motion Clarity, Voice Control, Compatible avec Google Assistant, Chromecast intégré)",349.0,369.0,4.0,1.0,TV,Gris,TCL,,50 Pouces ,,,,,62.0,14.0,4.0,2.0,17.0
B0D3VM2HGM,"Philips Ambilight 55OLED759 Smart TV OLED 4K - Écran 55 Pouces, Plate-Forme P5 AI Perfect Picture Ultra HD, Titan OS, Dolby Vision et Son Dolby Atmos, Fonctionne avec Alexa et Google Assistant",1220.7,1799.0,4.4,1.0,TV,Noir,PHILIPS,,55 Pouces ,,,,,76.0,7.0,5.0,3.0,9.0
B0D2HQ435P,"Philips Ambilight 75PUS8309 Smart TV LED 4K - Écran 75 Pouces avec Plate-Forme Pixel Precise Ultra HD, Titan OS et Son Dolby Atmos, Fonctionne avec l’Assistant Vocal Alexa et Google - Noir Mat",949.0,1499.0,4.0,1.0,TV,Noir,PHILIPS,,‎75 Pouces ,,,,,59.0,16.0,4.0,5.0,16.0
B0CZ9LLTP5,"Philips 50PUS7609 Smart TV LED 4K - Écran 50 Pouces avec Plate-Forme Pixel Precise Ultra HD Titan OS et Son Dolby Atmos, Fonctionne avec Alexa et l’Assistant Vocal Google - Gris Anthracite",428.98,428.98,3.8,1.0,TV,Noir,PHILIPS,,50 Pouces ,,,,,56.0,14.0,8.0,5.0,17.0
B0C81RPVFF,"Antteq AV24H3 Smart TV 24 Pouces (60 cm) Téléviseur avec Netflix, Prime Video, Rakuten TV, Disney+, Youtube, UVM, WiFi, Triple-Tuner DVB-T2 / S2 / C",134.99,134.99,4.0,3.0,TV,Noir,ANTTEQ,, 24 Pouces,,,,,56.0,18.0,8.0,4.0,13.0
B0DFYLX1Y4,"Thomson 32'' (80 cm) HD - LED Fire TV - Commande vocale Alexa, Support AirPlay, Triple Tuner, Bluetooth, HDMI, Ports USB, AV in et CI+ - 32HF2S34-2024",169.0,169.0,3.8,25.0,TV,Noir,SONY,,32 ,,,,,60.0,10.0,6.0,0.0,24.0
B0CS3J3B7V,"Samsung Téléviseur TQ50Q60D 50"" (50 Pouces) QLED 4K Smart TV 2024",550.54,550.54,4.2,470.0,TV,Noir,MSI,,50 Pouces ,,,,,63.0,15.0,7.0,2.0,12.0
B0CZ9N75Z1,"Philips 43PUS7609 Smart TV LED 4K - Écran 43 Pouces avec Plate-Forme Pixel Precise Ultra HD Titan OS et Son Dolby Atmos, Fonctionne avec Alexa et l’Assistant Vocal Google - Gris Anthracite",315.44,315.44,3.8,1.0,TV,Noir,PHILIPS,,43 Pouces ,,,,,56.0,14.0,8.0,5.0,17.0
B0CF61DTJW,TCL 40SF540 - Téléviseur Intelligent FHD 40 Pouces - HDR & HLG-Dolby Audio-DTS Virtual X/DTS-HD-Metal Bezel-Less-Dual-Band WiFi 5-avec système Fire OS 7,257.52,279.0,4.2,3.0,TV,Gris,TCL,,40 Pouces ,,,,,58.0,22.0,8.0,4.0,8.0
B0DFYM788X,"Thomson 40'' (100 cm) FHD - LED Fire TV - Commande vocale Alexa, Support AirPlay, Triple Tuner, Bluetooth, HDMI, Ports USB, AV in et CI+ - 40FF2S34-2024",219.0,219.0,3.8,25.0,TV,Noir,SONY,,‎40 ,,,,,60.0,10.0,6.0,0.0,24.0
B0CSG9RRD6,"Samsung Téléviseur TQ65QN85D 65"" (65 Pouces) Neo QLED 4K Smart TV 2024",949.0,949.0,4.5,119.0,TV,Gris,MSI,,65 Pouces ,,,,,81.0,8.0,2.0,2.0,7.0
B0C2DGSQS6,LG TV LED 2023 | 75UR7800 | 75'' (189 cm) | UHD | Processeur α5 AI Gen6 4K,729.0,729.0,4.2,522.0,TV,Noir,LG,,75 Pouces ,,,,,64.0,17.0,5.0,1.0,13.0
B0D54NSL3F,LG TV QNED 2024 | 55QNED85T | 55'' (139 cm) | QNED | Processeur α8 AI 4K | Alexa,599.0,599.0,3.7,74.0,TV,Noir,LG,,‎55 Pouces ,,,,,59.0,6.0,7.0,7.0,22.0
B0BKR38296,Bluetech TV LED 32'' (80cm) HD - DVBT-C/T2-2xHDMI - 2xUSB 2.0 - Sortie Casque - CI+ - VGA -,119.99,149.99,4.2,195.0,TV,Noir,CHIQ,, 32 Pouces,,,,,63.0,16.0,9.0,3.0,9.0
B0D45GGG44,"RCA E32-RH1Q1L TV 32 Pouces (80cm) Télévision avec Triple Tuner (DVB-T/T2-C-S/S2),2*HDMI,LED HD,CI+, y Compris Mode hôtel,Sortie Audio numérique2024",118.99,118.99,4.1,2.0,TV,Noir,RCA,,32 Pouces ,,,,,58.0,19.0,11.0,3.0,9.0
B0D6NB9RC8,"Stream System - WebOS TV Smart 40"" 8.1, FullHD, LG Magic Remote, HDR10, sans Cadre (Frameless), Contrôle Vocal Compatible avec (LG Thinq AI + Alexa) - Modèle WSTRF4024TEX",199.9,199.9,3.8,25.0,TV,Noir,REALME,, 40 Pouces,,,,,56.0,9.0,10.0,5.0,20.0
B001DECJEM,Polaroid TV LED 32'' (80cm) HD - 2xHDMI - 2xUSB PVR Ready - Sortie Casque,129.99,139.99,4.1,410.0,TV,Noir,POLAROID,,32 Pouces ,,,,,62.0,17.0,6.0,2.0,13.0
B0C5CCZGWP,"CHIQ L32H7G 32 Pouces TV Smart TV HD LED Design sans Cadre HDR Google TV Google Assistant, Google Play Chromecast intégré Dolby Audio,WiFi Bluetooth HDMI USB2.0 CI+ 2023",159.99,159.99,4.0,1.0,TV,Noir,CHIQ,,32 Pouces ,,,,,57.0,18.0,8.0,4.0,13.0
B0CW3DLT9M,"RCA VRS24HF1 Smart TV 24 Pouces (60 cm) HD LED WiFi Connectée Télévision VIDAA OS avec Triple Tuner, VIDAA Remote App, Molotov, Netflix, Prime Video, Disney+, Youtube, 2024",134.99,134.99,4.0,550.0,TV,Noir,RCA,, 60 Centimètres,,,,,58.0,18.0,5.0,3.0,16.0
B0D54N4TR6,LG TV OLED 2024 | OLED55B4 | 55'' (139 cm) | OLED| Processeur α8 AI 4K |Dolby Vision & Atmos | Alexa,935.54,955.81,4.6,178.0,TV,Noir,LG,,‎55 Pouces ,,,,,81.0,9.0,3.0,2.0,6.0
B0D3MX312Y,"Philips Ambilight 43PUS8109 Smart TV LED 4K - Écran 43 Pouces avec Plate-Forme Pixel Precise Ultra HD, Titan OS et Son Dolby Atmos, Fonctionne avec l’Assistant Vocal Alexa et Google - Chrome satiné",381.25,399.0,4.0,1.0,TV,Gris,PHILIPS,,43 Pouces ,,,,,59.0,16.0,4.0,5.0,16.0
B0CSPN8S3W,"Samsung Téléviseur TU65DU8505 65"" (65 Pouces) Crystal UHD 4K Smart TV 2024",639.9,704.99,4.4,448.0,TV,Noir,MSI,,‎65 Pouces ,,,,,67.0,19.0,5.0,5.0,5.0
B0D2HR7T5B,"Philips 8000 series 50PUS8309/12 TV 127 cm (50"") 4K Ultra HD Smart TV Wi-Fi Nero 350 cd/m?",479.0,541.67,4.0,1.0,TV,Noir,PHILIPS,,50 Pouces ,,,,,59.0,16.0,4.0,5.0,16.0
B0BPYW45KV,"Samsung Téléviseur The Frame TQ32LS03C 32"" (32 Pouces) QLED 4K Smart TV 2023",412.0,412.0,3.8,79.0,TV,Noir,MSI,,32 Pouces ,,,,,53.0,17.0,6.0,11.0,14.0
B0CSPNT5L1,"Samsung Téléviseur TU75DU7105 75"" (75 Pouces), Crystal UHD 4K, Smart TV, 2024",739.0,739.0,3.9,164.0,TV,Or,MSI,,75 Pouces ,,,,,57.0,15.0,5.0,2.0,21.0
B0D54NQ796,LG TV QNED 2024 | 65QNED85T | 65'' (164 cm) | QNED | Processeur α8 AI 4K | Alexa,748.91,748.91,3.7,74.0,TV,Gris,LG,,65 Pouces ,,,,,59.0,6.0,7.0,7.0,22.0
B0BK95SMCT,"Smart Tech TV LED 4K UHD 55' (139 cm) Smart TV VIDAA - Molotov, Netflix, Prime Video, Canal+, Disney+... - 3xHDMI - 2xUSB - PVR - Mode Hotel",379.9,449.9,4.2,259.0,TV,Noir,CHIQ,,55 Pouces ,,,,,63.0,17.0,6.0,4.0,10.0
B0D453Z1KD,"Antteq Vita Smart TV 32 Pouces(80cm) Bluetooth,Télévision avec Appli Mobile, Triple Tuner(DVB-S2/T2/C),APP Store,Share to TV,Netflix/DAZN/WiFi,HDMI,V32-AH3Q1L-BT,2025",149.9,149.9,4.0,3.0,TV,Noir,ANTTEQ,, 32 Pouces,,,,,56.0,18.0,8.0,4.0,13.0
B0CW3D4GKH,"RCA VRS40FQ1 Smart TV 40 Pouces (100 cm) FHD WiFi VIDAA Télévision Connectée sans Bord avec Triple Tuner(DVB-C/S2/-T2), Molotov, Netflix, Prime Video, Disney+, Youtube - 2024",219.99,219.99,4.0,550.0,TV,Noir,RCA,, 100 Centimètres,,,,,58.0,18.0,5.0,3.0,16.0
B0CZ48T6V5,Samsung 50CU7025 - TV LED 50'' (125 cm) - 4K 3840x2160 - Crystal UHD - Smart TV - Gaming HUB - 3xHDMI - WiFi,399.0,399.0,4.0,12.0,TV,Noir,MSI,, ,,,,,61.0,19.0,0.0,0.0,20.0
B0C5CFQKN6,"CHIQ L40H7G 40 Pouces Smart TV, Full HD 1080P Slim Design Google TV, Google Assistant, Chromecast intégré HDR10&HLG, Dolby Audio Mode Vidéo Triple Tuner 2023",227.99,239.99,4.0,1.0,TV,Noir,CHIQ,,‎40 Pouces ,,,,,57.0,18.0,8.0,4.0,13.0
B0CGXNSTTV,TCL TV Mini LED 4K 164 cm 65MQLED80 144Hz Google TV QLED Mini LED,699.0,1099.0,4.3,16.0,TV,Noir,TCL,, 65 Pouces,,,,,66.0,19.0,0.0,8.0,7.0
B0D54R33MJ,LG TV OLED 2024 | OLED65B4 | 65'' (164 cm) | OLED| Processeur α8 AI 4K |Dolby Vision & Atmos | Alexa,1231.67,1274.9,4.6,178.0,TV,Noir,LG,,65 Pouces ,,,,,81.0,9.0,3.0,2.0,6.0
B0DFVCXY7Q,"SMART TECH TV LED 4K UHD 65' (164 cm) Smart TV VIDAA - Molotov, Netflix, Prime Video, Canal+, Disney+... - 3xHDMI - 2xUSB - Mode Hotel",499.9,599.9,4.2,259.0,TV,Noir,CHIQ,,65 ,,,,,63.0,17.0,6.0,4.0,10.0
B0C4CLSY2P,HYUNDAI TV LED 42 Pouces (105cm) - Full HD - Triple Tuner - HDMI x2 - USB 2.0 x2 - Sortie Casque CI+ Sortie coaxiale,199.99,249.99,4.0,794.0,TV,Gris,HYUNDAI,, ‎42 Pouces,,,,,57.0,18.0,7.0,4.0,13.0
B0CY51FLSC,TCL TV 4K QLED 75T8B 144Hz 190 cm Google TV avec système sonore Onkyo Dolby Atmos,998.98,998.98,4.1,410.0,TV,Gris,TCL,,75 Pouces ,,,,,67.0,11.0,4.0,3.0,15.0
B0CXF5T15J,"TCL 65V6B 65 Pouces 4K Ultra HD, HDR TV, Smart TV Powered by Google TV (Dolby Audio, Motion Clarity, Voice Control, Compatible avec Google Assistant, Chromecast intégré)",499.0,599.0,4.0,1.0,TV,Noir,TCL,,65 Pouces ,,,,,62.0,14.0,4.0,2.0,17.0
B0D3VNJVHW,"Philips 65OLED759/12 TV 165,1 cm (65"") 4K Ultra HD Smart TV Wi-Fi Cromo",1789.98,1789.98,4.4,1.0,TV,Gris,PHILIPS,,65 Pouces ,,,,,76.0,7.0,5.0,3.0,9.0
B0D35XXPMF,"Philips 32PHS6009 Smart TV LED HD - Écran 32 Pouces avec Plate-Forme Pixel Plus Titan OS et Son Dolby Audio, Fonctionne avec Alexa et l’Assistant Vocal Google - Cadre Noir Mat",199.0,199.0,4.0,27.0,TV,Noir,PHILIPS,,‎32 Pouces ,,,,,54.0,19.0,9.0,6.0,12.0
B0CN4Q1MBF,"CHIQ L40QH7G Téléviseur QLED 40 Pouces, HDR 10, Design sans Cadre, Google TV, Google Assistant, Chromecast intégré HDR10&HLG, CPU Quad-Core A55, 2.4/5Ghz Dual-Band Wi-FI, DBX-TV",246.99,259.99,4.0,1.0,TV,Noir,CHIQ,,‎40 Pouces ,,,,,57.0,18.0,8.0,4.0,13.0
B0DKK37377,THOMSON 32 Zoll (81cm) Google TV FHD Sprachsteuerung Smart TV - 32FG2S14-2024,199.26,199.26,4.6,42.0,TV,Noir,SONY,,‎32 ,,,,,77.0,16.0,3.0,0.0,4.0
B0CVX896GX,"TuTu Smart TV 25 Pouces (64 cm) FHD LED WiFi Connectée Téléviseurs sans Bord VIDAA OS avec Triple Tuner, VIDAA Remote App, Molotov, Netflix, Prime Video, Disney+, Youtube, TUV25FQ1B",149.24,149.24,4.0,877.0,TV,Gris,TUTU,, 25 Pouces,,,,,53.0,20.0,9.0,6.0,12.0
B0CYZNS2NC,"Xiaomi TV A Pro 55 2025, QLED, GoogleTV, Netflix, 4K, MEMC",439.99,439.99,4.1,327.0,TV,Noir,AOC,,55 Pouces ,,,,,59.0,18.0,7.0,8.0,8.0
B0BTPP74W2,"Samsung Téléviseur UE32T4305A 32"" (32 Pouces) HD Smart TV 2023",245.43,245.43,4.3,178.0,TV,Gris,MSI,,32 ,,,,,63.0,19.0,5.0,7.0,6.0
B0BRYGHFLH,"Samsung Téléviseur TQ32Q50A 32"" (32 Pouces) QLED 4K Smart TV 2023",366.69,366.69,4.2,67.0,TV,Noir,MSI,,32 ,,,,,59.0,22.0,4.0,4.0,10.0
B0CW3FPVPX,"RCA Téléviseur 40 Pouces (100 cm) Full HD LED TV Triple Tuner (DVB-T/T2-C-S/S2) Télévision avec Dolby Audio HDMI Lecteur Multimédia USB CI+ Mode Hôtel (NRB40FQ1, 2024)",189.9,189.9,3.9,1.0,TV,Noir,RCA,,100 Centimètres ,,,,,52.0,19.0,11.0,4.0,15.0
B0BK21GMGJ,LG TV OLED 2024 | 55LX1Q Posé | 55'' (139 cm) | OLED | Processeur α9 Gen5 AI 4K | Alexa,1039.5,1039.5,5.0,2.0,TV,Gris,LG,,55 ,,,,,100.0,0.0,0.0,0.0,0.0
B0DKWY15XG,SMART TECH TV QLED 4K UHD 75' (189cm) 75QG03H Google TV- 4xHDMI - 2xUSB - Dolby Vision - Dolby Atmos,279.9,279.9,4.0,36.0,TV,Noir,CHIQ,, 43 Pouces,,,,,61.0,14.0,5.0,7.0,13.0
B0D1YH2N7M,"TCL TV QLED 85T7B 4K HDR Pro 85’’ avec Google TV et système sonore Onkyo x Dolby Atmos, Compatible avec l’Assistant Google et Alexa",1286.47,1499.0,4.0,927.0,TV,Gris,TCL,,‎85 ,,,,,61.0,13.0,5.0,5.0,15.0
B0CYTHSYDJ,"LG Nanocell TV 2024 | 65NANO81 | 65 Pouces | UHD | Processeur α5 Gen7 AI 4K, Bleu foncé",569.0,599.0,3.8,10.0,TV,Noir,LG,,‎65 Pouces ,,,,,37.0,36.0,14.0,0.0,14.0
B0BTPL2FLR,"Samsung Téléviseur UE24N4305A 24"" (24 Pouces) HD Smart TV 2023",159.9,189.0,4.4,239.0,TV,Noir,MSI,,24 ,,,,,64.0,23.0,6.0,2.0,5.0
B0CSDPPMQ4,"Samsung Téléviseur TQ85Q60D 85"" (85 Pouces) QLED 4K Smart TV 2024",1279.4,1279.4,4.2,470.0,TV,Gris,MSI,,85 Pouces ,,,,,63.0,15.0,7.0,2.0,12.0
B0CSPL4GV2,"Samsung Téléviseur TU50DU8005 50"" (50 Pouces) Crystal UHD 4K Smart TV 2024",469.0,532.96,4.4,448.0,TV,Gris,MSI,,‎50 Pouces ,,,,,67.0,19.0,5.0,5.0,5.0
B0CYH2LJ8R,LG TV QNED MiniLED 4K 2024 | 75QNED91T | 75'' (189 cm) | QNED | Processeur α8 AI 4K | Alexa,1799.0,1799.0,3.7,74.0,TV,Noir,LG,,‎75 Pouces ,,,,,59.0,6.0,7.0,7.0,22.0
B0D2LH5YTD,"Samsung Téléviseur TU50DU7105 50"" (50 Pouces), Crystal UHD 4K, Smart TV, 2024",412.36,499.0,3.9,164.0,TV,Gris,MSI,,50 Pouces ,,,,,57.0,15.0,5.0,2.0,21.0
B0CXF6FJ6S,"TCL 75V6B 75 Pouces 4K Ultra HD, HDR TV, Smart TV Powered by Google TV (Dolby Audio, Motion Clarity, Voice Control, Compatible avec Google Assistant, Chromecast intégré)",775.67,799.0,4.0,1.0,TV,Gris,TCL,,75 Pouces ,,,,,62.0,14.0,4.0,2.0,17.0
