ASIN,Nom,Prix Actuel,Prix Initial,Évaluation moyenne,total_ratings,Catégorie produit,Couleur,Marque,Système d'exploitation,Taille de l'écran,Capacité de stockage de la mémoire,Vitesse du processeur,Mémoire maximale,Taille du disque dur,5_star_percentage,4_star_percentage,3_star_percentage,2_star_percentage,1_star_percentage
B09KVKYMGG,"2020 Apple MacBook Pro Touch 13"" Core i5 2.0GHz - 16Go RAM - 512Go SSD - (Azerty France) Gris Sidéral (Reconditionné)",695.0,695.0,3.6,12.0,Ordinateur,Gris,LENOVO,EMUI,"13,3 Pouces",,2 GHz,,512 Go,38.0,25.0,13.0,13.0,12.0
B08R2W66QC,"2020 Apple MacBook Air avec Apple M1 Chip (13-pouces, 8Go RAM, 256Go SSD Storage) (QWERTY Anglais) Gris Sidéral (Reconditionné)",676.0,676.0,4.3,149.0,Ordinateur,Gris,LENOVO,EMUI,13 Pouces,,3.1 GHz,,256 Go,71.0,14.0,4.0,0.0,12.0
B0DLHH8V1Z,"Apple MacBook Pro Ordinateur Portable avec Puce M4, CPU et GPU 10 cœurs : Conçu pour Apple Intelligence, écran Liquid Retina XDR 14,2″, 24 Go de mémoire unifiée, 1 to de Stockage SSD ; Noir sidéral",2359.0,2359.0,5.0,14.0,Ordinateur,Noir,LENOVO,,,,,,,100.0,0.0,0.0,0.0,0.0
B0DB215M14,"Ordinateur Portable 16Go RAM et 512Go SSD,PC Portable Quad-core Celeron N5095 Pour processeurs,PC Ordinateur avec Windows 11, Laptop 1920 * 1080 IPS FHD,WiFi 5G et USB 3.0 et clavier rétroéclairé",289.99,289.99,4.3,60.0,Ordinateur,Noir,TOSHIBA,Windows,"15,6 Pouces",,3.4 GHz,16 Go,512 Go,73.0,11.0,3.0,4.0,9.0
B0D7DJWTVK,"Ordinateur Portable 2 en 1, Ordinateur Portable 16GO Ram 512Go SSD PCIe et Win11 Pro, Laptop processeur Core I7, écran tactile IPS 12,6 pouces WiFi 6 clavier et stylet pc portable ecran détachable",499.99,499.99,4.1,4.0,Ordinateur,Noir,MSI,Windows,"12,6 Pouces",,4.7 GHz,16 Go,512 Go,70.0,0.0,0.0,30.0,0.0
B0DD4BHXGH,"Asus CX1500CKA-NJ0400 15.6 Pouces FHD PC Portable (Processeur Intel Celeron N4500 2.8 GHz, 8GB LPDDR4X, 128G eMMC, Intel UHD Graphics, Chrome OS) - Clavier AZERTY",449.99,449.99,4.1,26.0,Ordinateur,Noir,SUMTAB,Chrome OS,15 Pouces,,1.1 GHz,8 Go,128 Go,52.0,30.0,0.0,9.0,9.0
B0BH92D14G,PC Portable HP - 15s-eq2083nf - 15 FHD - AMD Ryzen 5-5500U - RAM 16Go - Stockage 512Go SSD - Windows 11 - Argent - AZERTY,474.98,474.98,0.0,0.0,Ordinateur,Noir,HP,Windows,"15,6 Pouces",,4 GHz,,512 Go,0.0,0.0,0.0,0.0,0.0
B0D8W68VG6,"bvate Ordinateur Portable 256 Go 14"" Win 11 N4020 Support Expansion 1 to SSD 1080P 2.4G+5G WiFi Mini HDMI & Souris sans Fil et Un Film de Clavier AZERTY pour Clavier - Rouge",227.99,299.99,4.3,85.0,Ordinateur,Noir,BVATE,Windows,14 Pouces,,2.8 GHz,6 Go,256 Go,74.0,5.0,5.0,7.0,9.0
B0DKX469QP,"ACEMAGIC PC Portable 15.60 Pouces FHD Ordinateur Portable(Alder Lake N97 Jusqu'à 3.60 GHz, 16 Go DDR4, 512 Go SSD, Intel UHD Graphics), Laptop Gris avec WiFi 2.4&5G, HDMI, BT5.0, USB 3.2, Webcam",308.99,284.99,4.4,190.0,Ordinateur,Noir,ACER,,,,,,,73.0,9.0,6.0,4.0,8.0
B0D7W555M5,"MSI Katana 15 B13VFK-2201FR : Intel Core i7 13620H - 16GB DDR5 - SSD 1TB - Nvidia RTX4060 8GB - 15,6' Full HD 144Hz - Clavier Azerty retroeclairé -Windows 11 Famille",1249.0,1249.0,4.2,103.0,Ordinateur,Noir,MSI,,,,,,,71.0,8.0,6.0,4.0,11.0
B0DLJ8XV72,"Apple MacBook Pro Ordinateur Portable avec Puce M4 Max, CPU 14 cœurs et GPU 20 cœurs : Conçu pour Apple Intelligence, Écran Liquid Retina XDR 16,2″, 24 Go de mémoire unifiée; 512Go SSD ; Argent",2749.0,2899.0,3.9,4.0,Ordinateur,Noir,LENOVO,,,,,,,72.0,0.0,0.0,0.0,28.0
B0BSN1YKGZ,MSI Cyborg 15 A13VFK-1477FR : I7-13620H – 16GB DDR5 – SSD 512GB – Nvidia RTX4060 8GB – 15’6 FHD 144Hz – Windows 11 Famille,1099.0,1099.0,5.0,2.0,Ordinateur,Noir,MSI,Windows,"15,6 Pouces",,6 GHz,64 Go,512 Go,100.0,0.0,0.0,0.0,0.0
B0DHJ3L7ST,"Dell Inspiron 14 (5441) Copilot+ PC Portable 14"" Écran FHD+ 60 Hz, Snapdragon X Plus, 16 Go RAM, 512 Go SSD, Qualcomm Adreno, Windows 11 Home, Clavier rétroéclairé AZERTY - Gris Titane",799.0,799.0,4.5,11.0,Ordinateur,Gris,DELL,Windows,14 Pouces,,3.2 GHz,16 Go,512 Go,66.0,13.0,20.0,0.0,0.0
B0DSML7WJD,"Ekonavi Ordinateur Portable 15,6 Pouces, processeur Notebook Celeron N4000 8 Go de RAM LPDDR4 et SSD 256 Go Windows 11 Pro, écran IPS 1920 * 1080 Ultra-Mince et Portable/BT4.2/WiFi 5, USB3.0 * 2",219.99,219.99,5.0,1.0,Ordinateur,Gris,RUSHAR,Windows,"15,6 Pouces",,6 GHz,8 Go,,100.0,0.0,0.0,0.0,0.0
B09TDY723Q,"ASUS ROG Zephyrus G14 GA403UV-Q80W 14 Pouces 3K OLED 120Hz (AMD Ryzen 7 8845HS 5.1GHz, 16GB DDR5X RAM, 1TB PCIe 4.0 NVMe SSD, NVIDIA RTX 4060 TGP 90W, Windows 11 Home) – Clavier AZERTY.",1849.0,1999.0,5.0,2.0,Ordinateur,Noir,SUMTAB,Windows,14 Pouces,,3.8 GHz,16 Go,1 To,100.0,0.0,0.0,0.0,0.0
B0DKN3V397,"ACEMAGIC Ordinateur Portable 17,3 Pouces PC Portable 16 Go Ram DDR4 512 Go SSD 4 cœurs ln-tel Alder Lake N-97,Capacité de 6000Mah,3*USB3.2,BT5.0,HDMI,Laptop",429.99,429.99,4.3,170.0,Ordinateur,Gris,ACER,Windows,"17,3 Pouces",,6 GHz,,512 Go,67.0,16.0,6.0,3.0,8.0
B0DB1WZ6F1,"Lenovo IdeaPad 3 17IAU7 - Ordinateur Portable 17.3'' HD+ (Intel Core i3-1215U, RAM 8Go, SSD 512Go, Intel UHD Graphics, Windows 11 Home) Clavier AZERTY Français - Bleu",549.99,649.99,4.6,92.0,Ordinateur,Noir,LENOVO,Windows,"17,3 Pouces",,4.4 GHz,16 Go,512,73.0,18.0,4.0,0.0,4.0
B0CN4ZLFCX,"ACER Aspire Vero AV15-53P-54R1, Ordinateur Portable Éco 15,6'' Full HD IPS, PC (Intel Core i5-1335U, RAM 16 Go, SSD 512 Go, Intel Iris Xe Graphics, Windows 11), Gris, Clavier AZERTY (Français)",699.0,799.0,4.3,1.0,Ordinateur,Gris,ACER,Windows,"15,6 Pouces",,6 GHz,16 Go,512 Go,65.0,18.0,7.0,4.0,7.0
B09J4Z6RXZ,"Asus ROG Scar 16 G614JZR-N4031W 16 Pouces QHD+ 240Hz Portable Gaming (Processeur Intel Core i9 14900HX 5.8 GHz, 32Go DDR5 5600Mhz, 1To SSD, NVIDIA RTX 4080 TGP175W, Windows 11 Home) - Clavier AZERTY",2799.99,2799.99,5.0,3.0,Ordinateur,Gris,SUMTAB,,,,,,,100.0,0.0,0.0,0.0,0.0
B0897XHS9H,"Lenovo ThinkPad T460 | i5-6300U 2,4 GHz, 16 Go de RAM, SSD 256 Go, Windows 10 Pro. (Reconditionné)",213.0,213.0,3.8,227.0,Ordinateur,Noir,LENOVO,Windows,14 Pouces,,3 GHz,16 Go,240 Go,46.0,22.0,12.0,6.0,15.0
B0CYKSLPRJ,"Dell Inspiron 16 PC Portable 2-en-1 écran 16"" FHD+ (1920 x 1200), Intel Core Ultra 5 Series 1, Graphique Intel, 16 Go RAM, 512 Go SSD, Windows 11 Home, Clavier AZERTY rétroéclairé, Bleu",949.0,949.0,4.5,11.0,Ordinateur,Gris,DELL,,,,,,,66.0,13.0,20.0,0.0,0.0
B0DD4CVSDV,"ASUS Vivobook 15 S1504ZA-NJ1587W 15.6 Pouces FHD PC Portable (Processeur Intel Core i3-1215U 4.4 GHz, 8GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home) – Clavier AZERTY",549.99,549.99,4.1,50.0,Ordinateur,Noir,SUMTAB,Windows,15 Pouces,,1.2 GHz,8 Go,512 Go,56.0,22.0,5.0,8.0,9.0
B0DLJ83C4Z,"Apple 2024 Portable MacBook Air 15 pouces avec puce M3 : écran Liquid Retina 15,3 pouces, 16 Go de mémoire unifiée, 512 Go de stockage SSD, clavier rétroéclairé, caméra FaceTime HD 1080p. Gris sidéral",1789.39,1789.39,4.6,92.0,Ordinateur,Noir,LENOVO,,,,,,,86.0,3.0,2.0,2.0,7.0
B087C7H29L,"Mi-2017 Apple MacBook Pro avec Intel Core i5 à 2,3 GHz (13 pouces, 8 Go de RAM, 128 Go de SSD, Qwerty italien) Gris sidéral (Reconditionné)",419.0,419.0,5.0,4.0,Ordinateur,Noir,LENOVO,iOS,"13,3 Pouces",,2.3 GHz,,128 Go,100.0,0.0,0.0,0.0,0.0
B0D5YXVLNK,"Dell Inspiron 14 Plus Copilot+ PC 7441 Ordinateur Portable 14"" QHD+ 60Hz Tactile, Snapdragon X Plus, Qualcomm Adreno, 16Go RAM, 1TB SSD, Windows 11, Clavier rétroéclairé avec Touche Copilot, français",1049.0,1049.0,4.5,11.0,Ordinateur,Bleu,DELL,Windows,14 Pouces,,3.4 GHz,16 Go,1 To,66.0,13.0,20.0,0.0,0.0
B0D3L6XBDZ,"NIAKUN Ordinateur Portable, 16"" Pc Portable RAM 16GB+SSD 512GB, N100 Processor Laptop, Up to 3.4 GHz Full HD 1920x1200P, Notebook à Clavier rétroéclairé, 6000 mAh",399.99,399.99,4.4,209.0,Ordinateur,Noir,NIPOGI,,,,,,,78.0,8.0,3.0,3.0,8.0
B0D6V6X3KR,"Insoluxia 14 Pouces Ordinateur Portable 2 en 1, Tactil PC Portable Alder Lake-N100 CPU, 16Go LPDDR5 512Go M.2 SSD PC Portable, Windows 11 Laptop avec FHD IPS WiFi 6+Type C+BT5.2, Tablette PC Amovible",379.05,399.0,3.7,23.0,Ordinateur,Noir,SONY,,,,,,,43.0,18.0,16.0,17.0,7.0
B0D8W65QFB,"bvate Ordinateur Portable 256 Go 14"" Win 11 N4020 Support Expansion 1 to SSD 1080P 2.4G+5G WiFi Mini HDMI & Souris sans Fil et Un Film de Clavier AZERTY pour Clavier - Bleu",227.99,269.99,4.3,85.0,Ordinateur,Bleu,BVATE,Windows,14 Pouces,,2.8 GHz,6 Go,256 Go,74.0,5.0,5.0,7.0,9.0
B0DJGPFBYR,"Waxuor 15,6 Pouces Ordinateur Portable Portable Tactile avec Un boîtier entièrement en métal Haut de Gamme, 16 Go DDR4 + 512Go SSD, processeur quadricœur N95 à 3,4 GHz, Reconnaissance d'empreinte",399.99,399.99,4.9,25.0,Ordinateur,Gris,WAXUOR,Windows,"15,6 Pouces",,3.4 GHz,16 Go,512 Go,90.0,10.0,0.0,0.0,0.0
B09T98J13X,"ASUS ProArt PZ13 OLED; Copilot+ PC HT5306QA-LX012W 13 Pouces 3K PC Portable (Processeur Snapdragon X Plus X1P 42 100 3.4GHz, 16GB LPDDR5X RAM, 1TB M.2 NVMe 4.0 SSD, Windows 11 Home) - Clavier AZERTY",1499.99,1499.99,4.1,150.0,Ordinateur,Noir,SUMTAB,Windows,13 Pouces,,3.4 GHz,16 Go,1 To,62.0,15.0,5.0,5.0,13.0
B0BSLKNK8B,"MSI Pulse 16 AI C1VFKG-076FR : Intel Core Ultra 7 155H - 16GB DDR5 - SSD 1TB - Nvidia RTX4060 8GB - 16"" QHD+ 240Hz - Windows 11 Famille",1399.0,1499.0,5.0,2.0,Ordinateur,Noir,MSI,,,,,,,100.0,0.0,0.0,0.0,0.0
B086ZT4ZWD,"ASUS Vivobook S1404FA-NK329W 14 Pouces Full HD Pc Portable (AMD Ryzen 5 7520U Processeur, 16GB DDR5, 1TB SSD, Windows 11 Home) – Clavier AZERTY.",599.99,599.99,4.1,150.0,Ordinateur,Noir,SUMTAB,,,,,,,62.0,15.0,5.0,5.0,13.0
B0BB37LMJZ,"HP Pavilion (750D7EA) Laptop | 15,6"" Full-HD Display | Intel Core i5-1235U | 16 GB RAM | 512 GB SSD | Windows 11 Home | Clavier AZERTY Français | Argent naturel |",749.99,849.0,4.4,140.0,Ordinateur,Noir,HP,Windows,"15,6 Pouces",,,16 Go,512 Go,68.0,17.0,3.0,6.0,6.0
B0CGHWYX5Z,"Lenovo Legion Go Console Gaming | 8,8"" 2K Display | 144Hz | AMD Ryzen Z1 Extreme | 16GB RAM | 512GB SSD | Win11 | Noir",719.25,719.25,4.3,201.0,Ordinateur,Gris,LENOVO,Windows,"8,8 Pouces",,,,512 Go,64.0,15.0,8.0,9.0,4.0
B0D5YW6CGN,"Dell Inspiron 16 Plus 7640 Ordinateur Portable 16'' 2.5K 120 Hz, Intel Core i7-13620H, 16 Go RAM, 1 to SSD, Windows 11 Home, Lecteur d'empreintes, Clavier rétroéclairé AZERTY - Bleu Glacé",949.0,949.0,4.0,73.0,Ordinateur,Bleu,DELL,Windows,16 Pouces,,6 GHz,16 Go,1 To,61.0,16.0,5.0,0.0,19.0
B0DL4DRS9Z,"HP PC Portable 17-cp0040nf - AMD Ryzen 7-5700U / jusqu'à 4.3 GHz - Win 11 Home - Radeon Graphics - 16 Go - 1 to SSD - 17.3"" (Full HD) - Clavier : Français",679.0,799.0,3.7,9.0,Ordinateur,Gris,HP,Windows,"17,3 Pouces",,1.8 GHz,16 Go,1 To,41.0,31.0,0.0,14.0,14.0
B0D8WC48FZ,Ordinateur PC Portable 14 Pouces Win11 Celeron N4020 8+256Go SSD Support 1 to SSD Expansible 2.4G+5G Double WiFi Bluetooth 4.2 HDMI 1920 x 1080p Souris Sans Fil & Membrane de Clavier AZERTY - Gray-1,212.49,229.99,4.3,71.0,Ordinateur,Gris,BVATE,Windows,14 Pouces,,2.8 GHz,8 Go,256 Go,75.0,7.0,0.0,4.0,13.0
B0DD4C74MV,"Asus Vivobook 14 S1404GA-NK058W 14.0 Pouces FHD PC Portable (Processeur Intel Core i3-N305 3.8 GHz, 8GB DDR4, 256G UFS 2.1, Intel UHD Graphics, Windows 11 Home) - Clavier AZERTY",449.99,449.99,3.2,39.0,Ordinateur,Noir,SUMTAB,Windows,14 Pouces,,1.8 GHz,8 Go,256 Go,35.0,12.0,15.0,14.0,25.0
B0DQPM4ZDT,"Lenovo IdeaPad 3 14ITL6 - Ordinateur Portable 14'' FHD (Intel Core i5-1155G7, RAM 8Go, 512GB SSD, Iris XE Graphics, Windows 11 Home) Clavier AZERTY Français - Gris",479.99,479.99,4.6,92.0,Ordinateur,Gris,LENOVO,Windows,14 Pouces,,4.5 GHz,16 Go,512 Go,73.0,18.0,4.0,0.0,4.0
B0DL97D4NL,"Wexultor Ordinateur Portable 2 en 1, 14,1"", PC Portable 16Go LPDDR5 512Go SSD, Windows 11 PC Ordinateur Alder Lake-N100, avec écran Tactile Amovible, Tablette PC, Type C + BT 5.2 + WiFi 6",399.99,399.99,4.0,7.0,Ordinateur,Gris,TOSHIBA,Windows,"14,1 Pouces",,3.4 GHz,16 Go,"511,99 Go",59.0,20.0,0.0,0.0,21.0
B0CHXFCYCR,Apple iPhone 15 (128 Go) - Noir,809.0,869.0,4.6,4.0,Smartphone,Noir,LENOVO,iOS,"6,1 Pouces",128 Go,,,,84.0,7.0,2.0,1.0,7.0
B0BDJHR5DD,Apple iPhone 14 (128 Go) - Bleu,629.0,872.95,4.6,7.0,Smartphone,Gris,LENOVO,iOS,"6,1 Pouces",128 Go,,,,81.0,10.0,2.0,1.0,6.0
B0D152TPNG,Sony Xperia 10 VI Noir - 6.1 Pouces 21:9 Wide OLED - Trois Longueurs Focales - Prise Jack 3.5 mm - Android 14 - Débloqué - 128GO - 8GO RAM - Extension Garantie 12 Mois Offerte [Exclusivité Amazon],379.0,379.0,4.0,65.0,Smartphone,Noir,SONY,Android,"6,1 Pouces",128 Go,,,,56.0,18.0,6.0,6.0,14.0
B0DKP63HXT,"Xiaomi Smartphone Redmi Note 14,8+128GB,Noir,108Système de caméra MP IA,Batterie 5500mAh,écran de Soins oculIAres 120Hz,fonctionnalités IA (Chargeur Non Inclus)(Version Française+2 Ans de Garantie)",203.0,233.0,4.2,124.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",128 Go,,,,65.0,15.0,5.0,4.0,11.0
B0CPLLJ367,"HONOR Magic6 Lite 5G Smartphone 8Go 256Go, 6.78"" 120Hz AMOLED écran incurvé, 108MP Triple caméra arrière, Android 13, Dual Sim, Google Play, NFC, Vert",228.0,228.0,4.4,251.0,Smartphone,Noir,HONOR,Android,"6,78 Pouces",256 Go,,,,69.0,16.0,6.0,1.0,8.0
B0CHX3ZTJQ,Apple iPhone 15 Plus (128 Go) - Noir,871.0,969.0,4.6,1.0,Smartphone,Noir,LENOVO,iOS,"6,7 Pouces",128 Go,,,,83.0,7.0,2.0,1.0,7.0
B0D1RBPJ74,"HONOR 200 Lite, Smartphone 5G, 8 Go + 256 Go, écran AMOLED Anti-Chute 6,7 Pouces, Triple Appareil Photo arrière 108 Mpx, Appareil Photo Avant 50 Mpx, Double SIM, Android 14, Cyan",199.0,329.9,4.3,65.0,Smartphone,Vert,HONOR,Android,"6,7 Pouces",8 Go,,,,71.0,13.0,5.0,0.0,11.0
B0CNSX68K8,Samsung Galaxy A25 Smartphone 128 Go 5G Bleu nuit,209.99,209.99,4.4,466.0,Smartphone,Noir,MSI,Android,,,,,,69.0,19.0,3.0,2.0,7.0
B0CPLMGJQ8,"HONOR Magic6 Lite 5G Smartphone 8Go 256Go, 6.78"" 120Hz AMOLED écran incurvé, 108MP Triple caméra arrière, Android 13, Dual Sim, Google Play, NFC, Noir",228.0,228.0,4.4,251.0,Smartphone,Noir,HONOR,Android,"6,78 Pouces",256 Go,,,,69.0,16.0,6.0,1.0,8.0
B0D2VCR3S8,"CROSSCALL Core-M5 Nouvelle Version - Smartphone débloqué 4G Plus Écran: 4,95 Pouces - 64 Go - Dual Nano-SIM - Android 12",242.42,329.9,4.2,21.0,Smartphone,Noir,CROSSCALL,Android,"4,95 Pouces",64 Go,,,,44.0,38.0,11.0,7.0,0.0
